Retailer Dataset,,,,,,,,,,,
,,,,,,,,,,,
Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
BevCo,1185732,08-02-2023,Northeast,Rhode Island,Providence,Powerade,0.41,350,143.50,58.84,41%
BevCo,1185732,08-02-2023,Northeast,Rhode Island,Providence,Dasani Water,0.33,650,214.50,113.69,53%
BevCo,1185732,06-03-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.34,"1,110",377.40,188.70,50%
BevCo,1185732,06-03-2023,Northeast,Rhode Island,Providence,Diet Coke,0.34,440,149.60,67.32,45%
BevCo,1185732,06-03-2023,Northeast,Rhode Island,Providence,Sprite,0.23,510,117.30,61.00,52%
BevCo,1185732,06-03-2023,Northeast,Rhode Island,Providence,Fanta,0.29,80,23.20,11.60,50%
BevCo,1185732,06-03-2023,Northeast,Rhode Island,Providence,Powerade,0.44,200,88.00,39.60,45%
BevCo,1185732,06-03-2023,Northeast,Rhode Island,Providence,Dasani Water,0.32,510,163.20,88.13,54%
BevCo,1185732,07-04-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.32,"1,110",355.20,174.05,49%
BevCo,1185732,07-04-2023,Northeast,Rhode Island,Providence,Diet Coke,0.32,330,105.60,52.80,50%
BevCo,1185732,07-04-2023,Northeast,Rhode Island,Providence,Sprite,0.24,360,86.40,44.93,52%
BevCo,1185732,07-04-2023,Northeast,Rhode Island,Providence,Fanta,0.29,130,37.70,19.98,53%
BevCo,1185732,07-04-2023,Northeast,Rhode Island,Providence,Powerade,0.44,150,66.00,26.40,40%
BevCo,1185732,07-04-2023,Northeast,Rhode Island,Providence,Dasani Water,0.33,500,165.00,85.80,52%
BevCo,1185732,06-05-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.49,"1,220",597.80,298.90,50%
BevCo,1185732,06-05-2023,Northeast,Rhode Island,Providence,Diet Coke,0.43,490,210.70,94.82,45%
BevCo,1185732,06-05-2023,Northeast,Rhode Island,Providence,Sprite,0.39,600,234.00,126.36,54%
BevCo,1185732,06-05-2023,Northeast,Rhode Island,Providence,Fanta,0.39,440,171.60,89.23,52%
BevCo,1185732,06-05-2023,Northeast,Rhode Island,Providence,Powerade,0.49,460,225.40,90.16,40%
BevCo,1185732,06-05-2023,Northeast,Rhode Island,Providence,Dasani Water,0.52,810,421.20,223.24,53%
BevCo,1185732,08-06-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.47,"1,380",648.60,291.87,45%
BevCo,1185732,08-06-2023,Northeast,Rhode Island,Providence,Diet Coke,0.41,900,369.00,180.81,49%
BevCo,1185732,08-06-2023,Northeast,Rhode Island,Providence,Sprite,0.39,650,253.50,139.43,55%
BevCo,1185732,08-06-2023,Northeast,Rhode Island,Providence,Fanta,0.39,600,234.00,126.36,54%
BevCo,1185732,08-06-2023,Northeast,Rhode Island,Providence,Powerade,0.48,580,278.40,114.14,41%
BevCo,1185732,08-06-2023,Northeast,Rhode Island,Providence,Dasani Water,0.51,880,448.80,228.89,51%
BevCo,1185732,06-07-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.46,"1,670",768.20,345.69,45%
BevCo,1185732,06-07-2023,Northeast,Rhode Island,Providence,Diet Coke,0.41,810,332.10,166.05,50%
BevCo,1185732,06-07-2023,Northeast,Rhode Island,Providence,Sprite,0.37,650,240.50,125.06,52%
BevCo,1185732,06-07-2023,Northeast,Rhode Island,Providence,Fanta,0.37,580,214.60,111.59,52%
BevCo,1185732,06-07-2023,Northeast,Rhode Island,Providence,Powerade,0.47,630,296.10,118.44,40%
BevCo,1185732,06-07-2023,Northeast,Rhode Island,Providence,Dasani Water,0.50,"1,160",580.00,290.00,50%
BevCo,1185732,07-08-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.46,"1,430",657.80,315.74,48%
BevCo,1185732,07-08-2023,Northeast,Rhode Island,Providence,Diet Coke,0.42,910,382.20,179.63,47%
BevCo,1185732,07-08-2023,Northeast,Rhode Island,Providence,Sprite,0.38,750,285.00,156.75,55%
BevCo,1185732,07-08-2023,Northeast,Rhode Island,Providence,Fanta,0.37,390,144.30,76.48,53%
BevCo,1185732,07-08-2023,Northeast,Rhode Island,Providence,Powerade,0.45,310,139.50,55.80,40%
BevCo,1185732,07-08-2023,Northeast,Rhode Island,Providence,Dasani Water,0.52,870,452.40,244.30,54%
BevCo,1185732,06-09-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.45,"1,110",499.50,224.78,45%
BevCo,1185732,06-09-2023,Northeast,Rhode Island,Providence,Diet Coke,0.43,560,240.80,115.58,48%
BevCo,1185732,06-09-2023,Northeast,Rhode Island,Providence,Sprite,0.36,380,136.80,69.77,51%
BevCo,1185732,06-09-2023,Northeast,Rhode Island,Providence,Fanta,0.39,270,105.30,56.86,54%
BevCo,1185732,06-09-2023,Northeast,Rhode Island,Providence,Powerade,0.47,270,126.90,52.03,41%
BevCo,1185732,06-09-2023,Northeast,Rhode Island,Providence,Dasani Water,0.52,580,301.60,153.82,51%
BevCo,1185732,08-10-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.53,940,498.20,249.10,50%
BevCo,1185732,08-10-2023,Northeast,Rhode Island,Providence,Diet Coke,0.46,560,257.60,126.22,49%
BevCo,1185732,08-10-2023,Northeast,Rhode Island,Providence,Sprite,0.45,290,130.50,67.86,52%
BevCo,1185732,08-10-2023,Northeast,Rhode Island,Providence,Fanta,0.47,230,108.10,54.05,50%
BevCo,1185732,08-10-2023,Northeast,Rhode Island,Providence,Powerade,0.55,190,104.50,41.80,40%
FizzyCo,1185732,08-10-2023,Northeast,Rhode Island,Providence,Dasani Water,0.64,580,371.20,189.31,51%
FizzyCo,1185732,07-11-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.55,950,522.50,256.03,49%
FizzyCo,1185732,07-11-2023,Northeast,Rhode Island,Providence,Diet Coke,0.46,630,289.80,130.41,45%
FizzyCo,1185732,07-11-2023,Northeast,Rhode Island,Providence,Sprite,0.48,640,307.20,165.89,54%
FizzyCo,1185732,07-11-2023,Northeast,Rhode Island,Providence,Fanta,0.48,580,278.40,153.12,55%
FizzyCo,1185732,07-11-2023,Northeast,Rhode Island,Providence,Powerade,0.58,440,255.20,112.29,44%
FizzyCo,1185732,07-11-2023,Northeast,Rhode Island,Providence,Dasani Water,0.60,770,462.00,240.24,52%
FizzyCo,1185732,06-12-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.54,"1,350",729.00,364.50,50%
FizzyCo,1185732,06-12-2023,Northeast,Rhode Island,Providence,Diet Coke,0.45,780,351.00,168.48,48%
FizzyCo,1185732,06-12-2023,Northeast,Rhode Island,Providence,Sprite,0.47,740,347.80,177.38,51%
FizzyCo,1185732,06-12-2023,Northeast,Rhode Island,Providence,Fanta,0.48,650,312.00,156.00,50%
FizzyCo,1185732,06-12-2023,Northeast,Rhode Island,Providence,Powerade,0.56,680,380.80,163.74,43%
FizzyCo,1185732,06-12-2023,Northeast,Rhode Island,Providence,Dasani Water,0.60,850,510.00,280.50,55%
FizzyCo,1185732,17-01-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.38,"1,260",478.80,205.88,43%
FizzyCo,1185732,17-01-2023,Northeast,Rhode Island,Providence,Diet Coke,0.38,680,258.40,113.70,44%
FizzyCo,1185732,17-01-2023,Northeast,Rhode Island,Providence,Sprite,0.27,730,197.10,70.96,36%
FizzyCo,1185732,17-01-2023,Northeast,Rhode Island,Providence,Fanta,0.34,260,88.40,33.59,38%
FizzyCo,1185732,17-01-2023,Northeast,Rhode Island,Providence,Powerade,0.48,410,196.80,76.75,39%
FizzyCo,1185732,17-01-2023,Northeast,Rhode Island,Providence,Dasani Water,0.38,700,266.00,109.06,41%
FizzyCo,1185732,15-02-2023,Northeast,Rhode Island,Providence,Coca-Cola,0.36,"1,400",504.00,206.64,41%
FizzyCo,1185732,15-02-2023,Northeast,Rhode Island,Providence,Diet Coke,0.38,410,155.80,65.44,42%
FizzyCo,1185732,15-02-2023,Northeast,Rhode Island,Providence,Sprite,0.29,600,174.00,66.12,38%
FizzyCo,1185732,15-02-2023,Northeast,Massachusetts,Boston,Fanta,0.32,680,217.60,82.69,38%
FizzyCo,1185732,15-02-2023,Northeast,Massachusetts,Boston,Powerade,0.48,410,196.80,74.78,38%
FizzyCo,1185732,15-02-2023,Northeast,Massachusetts,Boston,Dasani Water,0.38,750,285.00,125.40,44%
FizzyCo,1185732,13-03-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.38,"1,270",482.60,212.34,44%
FizzyCo,1185732,13-03-2023,Northeast,Massachusetts,Boston,Diet Coke,0.38,470,178.60,80.37,45%
FizzyCo,1185732,13-03-2023,Northeast,Massachusetts,Boston,Sprite,0.28,500,140.00,54.60,39%
FizzyCo,1185732,13-03-2023,Northeast,Massachusetts,Boston,Fanta,0.34,870,295.80,106.49,36%
FizzyCo,1185732,13-03-2023,Northeast,Massachusetts,Boston,Powerade,0.46,290,133.40,52.03,39%
FizzyCo,1185732,13-03-2023,Northeast,Massachusetts,Boston,Dasani Water,0.39,540,210.60,86.35,41%
FizzyCo,1185732,14-04-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.38,"1,170",444.60,200.07,45%
FizzyCo,1185732,14-04-2023,Northeast,Massachusetts,Boston,Diet Coke,0.37,450,166.50,73.26,44%
FizzyCo,1185732,14-04-2023,Northeast,Massachusetts,Boston,Sprite,0.29,410,118.90,41.62,35%
FizzyCo,1185732,14-04-2023,Northeast,Massachusetts,Boston,Fanta,0.32,350,112.00,43.68,39%
FizzyCo,1185732,14-04-2023,Northeast,Massachusetts,Boston,Powerade,0.49,330,161.70,61.45,38%
FizzyCo,1185732,14-04-2023,Northeast,Massachusetts,Boston,Dasani Water,0.39,830,323.70,142.43,44%
FizzyCo,1185732,13-05-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.53,"1,290",683.70,293.99,43%
FizzyCo,1185732,13-05-2023,Northeast,Massachusetts,Boston,Diet Coke,0.47,540,253.80,109.13,43%
FizzyCo,1185732,13-05-2023,Northeast,Massachusetts,Boston,Sprite,0.41,560,229.60,91.84,40%
FizzyCo,1185732,13-05-2023,Northeast,Massachusetts,Boston,Fanta,0.44,470,206.80,80.65,39%
FizzyCo,1185732,13-05-2023,Northeast,Massachusetts,Boston,Powerade,0.50,540,270.00,102.60,38%
FizzyCo,1185732,13-05-2023,Northeast,Massachusetts,Boston,Dasani Water,0.55,880,484.00,198.44,41%
FizzyCo,1185732,15-06-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.51,"1,550",790.50,332.01,42%
FizzyCo,1185732,15-06-2023,Northeast,Massachusetts,Boston,Diet Coke,0.47,940,441.80,185.56,42%
FizzyCo,1185732,15-06-2023,Northeast,Massachusetts,Boston,Sprite,0.42,680,285.60,102.82,36%
FizzyCo,1185732,15-06-2023,Northeast,Massachusetts,Boston,Fanta,0.41,650,266.50,93.28,35%
FizzyCo,1185732,15-06-2023,Northeast,Massachusetts,Boston,Powerade,0.51,590,300.90,114.34,38%
FizzyCo,1185732,15-06-2023,Northeast,Massachusetts,Boston,Dasani Water,0.54,"1,010",545.40,218.16,40%
FizzyCo,1185732,13-07-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.52,"1,500",780.00,327.60,42%
FizzyCo,1185732,13-07-2023,Northeast,Massachusetts,Boston,Diet Coke,0.49,"1,050",514.50,221.24,43%
FizzyCo,1185732,13-07-2023,Northeast,Massachusetts,Boston,Sprite,0.41,770,315.70,116.81,37%
FizzyCo,1185732,13-07-2023,Northeast,Massachusetts,Boston,Fanta,0.44,560,246.40,88.70,36%
FizzyCo,1185732,13-07-2023,Northeast,Massachusetts,Boston,Powerade,0.53,680,360.40,140.56,39%
FizzyCo,1185732,13-07-2023,Northeast,Massachusetts,Boston,Dasani Water,0.55,"1,280",704.00,295.68,42%
FizzyCo,1185732,14-08-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.50,"1,610",805.00,354.20,44%
FizzyCo,1185732,14-08-2023,Northeast,Massachusetts,Boston,Diet Coke,0.47,880,413.60,169.58,41%
FizzyCo,1185732,14-08-2023,Northeast,Massachusetts,Boston,Sprite,0.42,690,289.80,101.43,35%
FizzyCo,1185732,14-08-2023,Northeast,Massachusetts,Boston,Fanta,0.42,510,214.20,77.11,36%
FizzyCo,1185732,14-08-2023,Northeast,Massachusetts,Boston,Powerade,0.50,440,220.00,81.40,37%
FizzyCo,1185732,14-08-2023,Northeast,Massachusetts,Boston,Dasani Water,0.58,910,527.80,237.51,45%
FizzyCo,1185732,13-09-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.53,"1,350",715.50,300.51,42%
FizzyCo,1185732,13-09-2023,Northeast,Massachusetts,Boston,Diet Coke,0.49,630,308.70,123.48,40%
FizzyCo,1185732,13-09-2023,Northeast,Massachusetts,Boston,Sprite,0.41,390,159.90,59.16,37%
FizzyCo,1185732,13-09-2023,Northeast,Massachusetts,Boston,Fanta,0.42,360,151.20,60.48,40%
FizzyCo,1185732,13-09-2023,Northeast,Massachusetts,Boston,Powerade,0.52,340,176.80,63.65,36%
FizzyCo,1185732,13-09-2023,Northeast,Massachusetts,Boston,Dasani Water,0.57,630,359.10,161.60,45%
FizzyCo,1185732,15-10-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.57,"1,200",684.00,307.80,45%
FizzyCo,1185732,15-10-2023,Northeast,Massachusetts,Boston,Diet Coke,0.53,560,296.80,133.56,45%
FizzyCo,1185732,15-10-2023,Northeast,Massachusetts,Boston,Sprite,0.53,340,180.20,63.07,35%
FizzyCo,1185732,15-10-2023,Northeast,Massachusetts,Boston,Fanta,0.54,270,145.80,55.40,38%
FizzyCo,1185732,15-10-2023,Northeast,Massachusetts,Boston,Powerade,0.62,270,167.40,58.59,35%
Amazon,1185732,15-10-2023,Northeast,Massachusetts,Boston,Dasani Water,0.66,650,429.00,188.76,44%
Amazon,1185732,14-11-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.62,"1,130",700.60,301.26,43%
Amazon,1185732,14-11-2023,Northeast,Massachusetts,Boston,Diet Coke,0.52,900,468.00,205.92,44%
Amazon,1185732,14-11-2023,Northeast,Massachusetts,Boston,Sprite,0.50,830,415.00,149.40,36%
Amazon,1185732,14-11-2023,Northeast,Massachusetts,Boston,Fanta,0.51,800,408.00,159.12,39%
Amazon,1185732,14-11-2023,Northeast,Massachusetts,Boston,Powerade,0.63,700,441.00,167.58,38%
Amazon,1185732,14-11-2023,Northeast,Massachusetts,Boston,Dasani Water,0.64,980,627.20,282.24,45%
Amazon,1185732,13-12-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.64,"1,500",960.00,393.60,41%
Amazon,1185732,13-12-2023,Northeast,Massachusetts,Boston,Diet Coke,0.53,"1,050",556.50,222.60,40%
Amazon,1185732,13-12-2023,Northeast,Massachusetts,Boston,Sprite,0.51,980,499.80,194.92,39%
Amazon,1185732,13-12-2023,Northeast,Massachusetts,Boston,Fanta,0.52,750,390.00,148.20,38%
Amazon,1185732,13-12-2023,Northeast,Massachusetts,Boston,Powerade,0.62,840,520.80,203.11,39%
Amazon,1185732,13-12-2023,Northeast,Massachusetts,Boston,Dasani Water,0.65,"1,120",728.00,320.32,44%
Amazon,1185732,14-01-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.44,"1,520",668.80,367.84,55%
Amazon,1185732,14-01-2023,Northeast,Massachusetts,Boston,Diet Coke,0.42,940,394.80,236.88,60%
Amazon,1185732,14-01-2023,Northeast,Massachusetts,Boston,Sprite,0.32,910,291.20,131.04,45%
Amazon,1185732,14-01-2023,Northeast,Massachusetts,Boston,Fanta,0.39,440,171.60,84.08,49%
Amazon,1185732,14-01-2023,Northeast,Massachusetts,Boston,Powerade,0.52,680,353.60,166.19,47%
Amazon,1185732,14-01-2023,Northeast,Massachusetts,Boston,Dasani Water,0.44,980,431.20,219.91,51%
Amazon,1185732,12-02-2023,Northeast,Massachusetts,Boston,Coca-Cola,0.41,"1,670",684.70,383.43,56%
Amazon,1185732,12-02-2023,Northeast,Massachusetts,Boston,Diet Coke,0.44,610,268.40,161.04,60%
Amazon,1185732,12-02-2023,Northeast,Massachusetts,Boston,Sprite,0.33,740,244.20,122.10,50%
Amazon,1185732,12-02-2023,Northeast,Vermont,Burlington,Fanta,0.36,450,162.00,74.52,46%
Amazon,1185732,12-02-2023,Northeast,Vermont,Burlington,Powerade,0.54,630,340.20,170.10,50%
Amazon,1185732,12-02-2023,Northeast,Vermont,Burlington,Dasani Water,0.43,850,365.50,197.37,54%
Amazon,1185732,10-03-2023,Northeast,Vermont,Burlington,Coca-Cola,0.44,"1,420",624.80,374.88,60%
Amazon,1185732,10-03-2023,Northeast,Vermont,Burlington,Diet Coke,0.42,700,294.00,167.58,57%
Amazon,1185732,10-03-2023,Northeast,Vermont,Burlington,Sprite,0.34,770,261.80,128.28,49%
Amazon,1185732,10-03-2023,Northeast,Vermont,Burlington,Fanta,0.36,380,136.80,67.03,49%
Amazon,1185732,10-03-2023,Northeast,Vermont,Burlington,Powerade,0.51,470,239.70,117.45,49%
Amazon,1185732,10-03-2023,Northeast,Vermont,Burlington,Dasani Water,0.41,800,328.00,180.40,55%
Amazon,1185732,11-04-2023,Northeast,Vermont,Burlington,Coca-Cola,0.41,"1,370",561.70,314.55,56%
Amazon,1185732,11-04-2023,Northeast,Vermont,Burlington,Diet Coke,0.43,560,240.80,139.66,58%
Amazon,1185732,11-04-2023,Northeast,Vermont,Burlington,Sprite,0.32,650,208.00,104.00,50%
Amazon,1185732,11-04-2023,Northeast,Vermont,Burlington,Fanta,0.36,440,158.40,79.20,50%
Amazon,1185732,11-04-2023,Northeast,Vermont,Burlington,Powerade,0.51,380,193.80,89.15,46%
Amazon,1185732,11-04-2023,Northeast,Vermont,Burlington,Dasani Water,0.44,900,396.00,201.96,51%
Amazon,1185732,10-05-2023,Northeast,Vermont,Burlington,Coca-Cola,0.55,"1,540",847.00,482.79,57%
Amazon,1185732,10-05-2023,Northeast,Vermont,Burlington,Diet Coke,0.54,800,432.00,241.92,56%
Amazon,1185732,10-05-2023,Northeast,Vermont,Burlington,Sprite,0.49,750,367.50,169.05,46%
Amazon,1185732,10-05-2023,Northeast,Vermont,Burlington,Fanta,0.46,650,299.00,140.53,47%
Amazon,1185732,10-05-2023,Northeast,Vermont,Burlington,Powerade,0.55,720,396.00,186.12,47%
Amazon,1185732,10-05-2023,Northeast,Vermont,Burlington,Dasani Water,0.60,"1,200",720.00,374.40,52%
Amazon,1185732,12-06-2023,Northeast,Vermont,Burlington,Coca-Cola,0.58,"1,630",945.40,548.33,58%
Amazon,1185732,12-06-2023,Northeast,Vermont,Burlington,Diet Coke,0.53,"1,160",614.80,362.73,59%
Amazon,1185732,12-06-2023,Northeast,Vermont,Burlington,Sprite,0.45,810,364.50,171.32,47%
Amazon,1185732,12-06-2023,Northeast,Vermont,Burlington,Fanta,0.47,900,423.00,190.35,45%
Amazon,1185732,12-06-2023,Northeast,Vermont,Burlington,Powerade,0.58,810,469.80,234.90,50%
Amazon,1185732,12-06-2023,Northeast,Vermont,Burlington,Dasani Water,0.62,"1,170",725.40,377.21,52%
Amazon,1185732,10-07-2023,Northeast,Vermont,Burlington,Coca-Cola,0.54,"1,820",982.80,560.20,57%
Amazon,1185732,10-07-2023,Northeast,Vermont,Burlington,Diet Coke,0.51,"1,150",586.50,328.44,56%
Amazon,1185732,10-07-2023,Northeast,Vermont,Burlington,Sprite,0.46,980,450.80,216.38,48%
Amazon,1185732,10-07-2023,Northeast,Vermont,Burlington,Fanta,0.46,900,414.00,202.86,49%
Amazon,1185732,10-07-2023,Northeast,Vermont,Burlington,Powerade,0.54,940,507.60,238.57,47%
Amazon,1185732,10-07-2023,Northeast,Vermont,Burlington,Dasani Water,0.61,"1,250",762.50,396.50,52%
Amazon,1185732,11-08-2023,Northeast,Vermont,Burlington,Coca-Cola,0.58,"1,760",1020.80,612.48,60%
Amazon,1185732,11-08-2023,Northeast,Vermont,Burlington,Diet Coke,0.53,"1,060",561.80,331.46,59%
Amazon,1185732,11-08-2023,Northeast,Vermont,Burlington,Sprite,0.48,"1,050",504.00,231.84,46%
Amazon,1185732,11-08-2023,Northeast,Vermont,Burlington,Fanta,0.49,680,333.20,156.60,47%
Amazon,1185732,11-08-2023,Northeast,Vermont,Burlington,Powerade,0.57,650,370.50,181.55,49%
Amazon,1185732,11-08-2023,Northeast,Vermont,Burlington,Dasani Water,0.61,"1,040",634.40,323.54,51%
Amazon,1185732,10-09-2023,Northeast,Vermont,Burlington,Coca-Cola,0.56,"1,370",767.20,437.30,57%
Amazon,1185732,10-09-2023,Northeast,Vermont,Burlington,Diet Coke,0.50,850,425.00,255.00,60%
Amazon,1185732,10-09-2023,Northeast,Vermont,Burlington,Sprite,0.46,560,257.60,128.80,50%
Amazon,1185732,10-09-2023,Northeast,Vermont,Burlington,Fanta,0.45,520,234.00,114.66,49%
Amazon,1185732,10-09-2023,Northeast,Vermont,Burlington,Powerade,0.58,500,290.00,136.30,47%
Amazon,1185732,10-09-2023,Northeast,Vermont,Burlington,Dasani Water,0.59,780,460.20,253.11,55%
Amazon,1185732,12-10-2023,Northeast,Vermont,Burlington,Coca-Cola,0.62,"1,330",824.60,494.76,60%
Amazon,1185732,12-10-2023,Northeast,Vermont,Burlington,Diet Coke,0.54,750,405.00,238.95,59%
Amazon,1185732,12-10-2023,Northeast,Vermont,Burlington,Sprite,0.59,540,318.60,159.30,50%
Amazon,1185732,12-10-2023,Northeast,Vermont,Burlington,Fanta,0.55,460,253.00,121.44,48%
Amazon,1185732,12-10-2023,Northeast,Vermont,Burlington,Powerade,0.66,510,336.60,161.57,48%
West Soda,1185732,12-10-2023,Northeast,Vermont,Burlington,Dasani Water,0.71,810,575.10,304.80,53%
West Soda,1185732,11-11-2023,Northeast,Vermont,Burlington,Coca-Cola,0.64,"1,260",806.40,483.84,60%
West Soda,1185732,11-11-2023,Northeast,Vermont,Burlington,Diet Coke,0.55,810,445.50,258.39,58%
West Soda,1185732,11-11-2023,Northeast,Vermont,Burlington,Sprite,0.57,960,547.20,262.66,48%
Amazon,1185732,11-11-2023,Northeast,Vermont,Burlington,Fanta,0.55,750,412.50,206.25,50%
Amazon,1185732,11-11-2023,Northeast,Vermont,Burlington,Powerade,0.67,800,536.00,268.00,50%
Amazon,1185732,11-11-2023,Northeast,Vermont,Burlington,Dasani Water,0.70,940,658.00,348.74,53%
Amazon,1185732,10-12-2023,Northeast,Vermont,Burlington,Coca-Cola,0.64,"1,680",1075.20,645.12,60%
Amazon,1185732,10-12-2023,Northeast,Vermont,Burlington,Diet Coke,0.55,"1,000",550.00,302.50,55%
Amazon,1185732,10-12-2023,Northeast,Vermont,Burlington,Sprite,0.55,"1,130",621.50,292.11,47%
Amazon,1185732,10-12-2023,Northeast,Vermont,Burlington,Fanta,0.56,810,453.60,204.12,45%
Amazon,1185732,10-12-2023,Northeast,Vermont,Burlington,Powerade,0.67,810,542.70,260.50,48%
Amazon,1185732,10-12-2023,Northeast,Vermont,Burlington,Dasani Water,0.68,"1,060",720.80,374.82,52%
Amazon,1185732,21-01-2023,Northeast,Vermont,Burlington,Coca-Cola,0.49,"1,310",641.90,353.05,55%
Amazon,1185732,21-01-2023,Northeast,Vermont,Burlington,Diet Coke,0.45,910,409.50,217.04,53%
Amazon,1185732,21-01-2023,Northeast,Vermont,Burlington,Sprite,0.38,810,307.80,138.51,45%
Amazon,1185732,21-01-2023,Northeast,Vermont,Burlington,Fanta,0.43,460,197.80,79.12,40%
Amazon,1185732,21-01-2023,Northeast,Vermont,Burlington,Powerade,0.59,560,330.40,145.38,44%
Amazon,1185732,21-01-2023,Northeast,Vermont,Burlington,Dasani Water,0.49,880,431.20,194.04,45%
Amazon,1185732,19-02-2023,Northeast,Vermont,Burlington,Coca-Cola,0.49,"1,800",882.00,467.46,53%
Amazon,1185732,19-02-2023,Northeast,Vermont,Burlington,Diet Coke,0.45,750,337.50,172.13,51%
Amazon,1185732,19-02-2023,Northeast,Vermont,Burlington,Sprite,0.39,900,351.00,154.44,44%
Amazon,1185732,19-02-2023,Northeast,New Hampshire,Manchester,Fanta,0.42,580,243.60,104.75,43%
Amazon,1185732,19-02-2023,Northeast,New Hampshire,Manchester,Powerade,0.56,830,464.80,199.86,43%
Amazon,1185732,19-02-2023,Northeast,New Hampshire,Manchester,Dasani Water,0.46,980,450.80,216.38,48%
Amazon,1185732,17-03-2023,Northeast,New Hampshire,Manchester,Coca-Cola,0.49,"1,650",808.50,404.25,50%
Amazon,1185732,17-03-2023,Northeast,New Hampshire,Manchester,Diet Coke,0.49,690,338.10,172.43,51%
Amazon,1185732,17-03-2023,Northeast,New Hampshire,Manchester,Sprite,0.38,750,285.00,116.85,41%
Amazon,1185732,17-03-2023,Northeast,New Hampshire,Manchester,Fanta,0.44,380,167.20,70.22,42%
Amazon,1185732,17-03-2023,Northeast,New Hampshire,Manchester,Powerade,0.58,600,348.00,156.60,45%
Amazon,1185732,17-03-2023,Northeast,New Hampshire,Manchester,Dasani Water,0.45,750,337.50,158.63,47%
Amazon,1185732,18-04-2023,Northeast,New Hampshire,Manchester,Coca-Cola,0.48,"1,540",739.20,391.78,53%
Amazon,1185732,18-04-2023,Northeast,New Hampshire,Manchester,Diet Coke,0.49,680,333.20,183.26,55%
Amazon,1185732,18-04-2023,Northeast,New Hampshire,Manchester,Sprite,0.38,730,277.40,122.06,44%
Amazon,1185732,18-04-2023,Northeast,New Hampshire,Manchester,Fanta,0.44,490,215.60,88.40,41%
Amazon,1185732,18-04-2023,Northeast,New Hampshire,Manchester,Powerade,0.57,530,302.10,135.95,45%
Amazon,1185732,18-04-2023,Northeast,New Hampshire,Manchester,Dasani Water,0.46,980,450.80,207.37,46%
Amazon,1185732,17-05-2023,Northeast,New Hampshire,Manchester,Coca-Cola,0.64,"1,730",1107.20,586.82,53%
Amazon,1185732,17-05-2023,Northeast,New Hampshire,Manchester,Diet Coke,0.54,870,469.80,253.69,54%
Amazon,1185732,17-05-2023,Northeast,New Hampshire,Manchester,Sprite,0.51,980,499.80,209.92,42%
Amazon,1185732,17-05-2023,Northeast,New Hampshire,Manchester,Fanta,0.52,800,416.00,166.40,40%
Amazon,1185732,17-05-2023,Northeast,New Hampshire,Manchester,Powerade,0.63,780,491.40,221.13,45%
Amazon,1185732,17-05-2023,Northeast,New Hampshire,Manchester,Dasani Water,0.65,"1,150",747.50,343.85,46%
Amazon,1185732,19-06-2023,Northeast,New Hampshire,Manchester,Coca-Cola,0.59,"1,690",997.10,528.46,53%
Amazon,1185732,19-06-2023,Northeast,New Hampshire,Manchester,Diet Coke,0.56,"1,230",688.80,351.29,51%
Amazon,1185732,19-06-2023,Northeast,New Hampshire,Manchester,Sprite,0.53,880,466.40,205.22,44%
Amazon,1185732,19-06-2023,Northeast,New Hampshire,Manchester,Fanta,0.52,910,473.20,198.74,42%
Amazon,1185732,19-06-2023,Northeast,New Hampshire,Manchester,Powerade,0.60,940,564.00,242.52,43%
Amazon,1185732,19-06-2023,Northeast,New Hampshire,Manchester,Dasani Water,0.66,"1,380",910.80,428.08,47%
Amazon,1185732,17-07-2023,Northeast,New Hampshire,Manchester,Coca-Cola,0.64,"1,960",1254.40,664.83,53%
Amazon,1185732,17-07-2023,Northeast,New Hampshire,Manchester,Diet Coke,0.55,"1,310",720.50,360.25,50%
Amazon,1185732,17-07-2023,Northeast,New Hampshire,Manchester,Sprite,0.54,"1,090",588.60,241.33,41%
Amazon,1185732,17-07-2023,Northeast,New Hampshire,Manchester,Fanta,0.53,850,450.50,198.22,44%
